from,to,relation
眼睛突然红肿,用炉甘石（火煅、尿淬）、风火消，等分为末。每次取少许，加清水化匀点眼。,用法
各种翳膜,用炉甘石、青矾、朴硝，等分为末。每次取一小茶匙，化在开水中，等稍冷，即用以洗眼。一天洗三次。,用法
一切目疾,用炉甘石半斤，加锉成小粒的黄连四两，放在瓦罐里，煮两沸。去掉黄连，单取炉甘石研末，加片脑二钱半。共研匀，贮存在小瓦罐中。每次用少许点眼。多次必有效。又方：煅炉甘石一钱，盆硝一钱，共研细。热水泡来洗眼。,用法
目中诸症（视物如五轮八廓）,用炉甘石半斤，煅赤，研细；另取黄连四两，切片煎水浸泡炉甘石粉，澄清后，取粉晒干。用时，每次取这种炉甘石粉三分，加铅粉（二连水浸过后再炒）三分、雄黄粉一分、片脑半分，共研匀，点眼。很有效。,用法
目暗昏花,用炉甘石（火煅，童便淬七次）、代赭石（火煅，醋淬七次）、铅丹（水飞过）各四两，共研细；另取蜂蜜半斤，在铜锅里炼去白沫，加入清水五、六碗，熬沸后，投入上述三种药粉，继续用文武火熬成一碗，滴水不散。倾入夹层纸中滤过，收存瓷缸中。随时取出点眼。,用法
无名异,金石部,属于
无名异,炉先生,别名
无名异,甘、平、无毒。,性状
无名异,打伤肿痛,主治
无名异,骨伤骨折,主治
无名异,丹毒,主治
无名异,痔漏,主治
无名异,天泡疮,主治
无名异,臁疮,主治
无名异,拳毛倒睫,主治
拳毛倒睫,用无名异粉卷纸内做成捻子，沾油点燃，吹熄后以烟熏两眼。,用法
臁疮,用无名异、铅丹，共研为末，清油调搽。疮太温，则用药粉干搽。,用法
天泡疮,用无名异末，水调服。,用法
痔漏,用无名异经炭火煅红后以米醋淬七次，研为细末，化在温水里洗患处；另用棉花裹此药填入疮口中。几次可愈。,用法
丹毒,用无名异研末，葱汁调涂。,用法
骨伤骨折,用无名异、甜瓜子各一两，乳香、没药各一钱，共研为末。每服五钱，热酒调服。小儿只服三钱。另用米粥涂纸上，酒上牡蛎（左旋者好）粉裹伤处，外用竹篦夹住。,用法
打伤肿痛,用无名异为末，每服少许，酒送下。有散血、消肿、止痛之效。,用法
石钟乳,金石部,属于
石钟乳,留公乳,别名
石钟乳,虚中,别名
石钟乳,芦石,别名
石钟乳,鹅管石,别名
石钟乳,夏石,别名
石钟乳,黄砂石,别名
石钟乳,甘、温、无毒。,性状
石钟乳,一切劳嗽（胸膈痞满，咳嗽不已）,主治
石钟乳,急喘不停,主治
石钟乳,吐血损肺,主治
石钟乳,冷泻水止,主治
石钟乳,乳汁不通（气少血虚，脉涩不行，故乳少）,主治
乳汁不通（气少血虚，脉涩不行，故乳少）,用钟乳粉二钱，服时以漏芦煎成的浓汤送下。又方：钟乳粉、通草，等分为末，每服一茶匙，米汤送下。一天服三次。,用法
冷泻水止,用钟乳粉一两、肉豆蔻（煨过）半两，共研为末，加枣肉（煮肉）做成丸子，如梧子大。每服七十丸，空心服，米汤送下。,用法
吐血损肺,用钟乳粉，每服二钱，糯米汤送下。,用法
急喘不停,用钟乳粉五钱、蜡三两，和匀，蒸在饭甑里。蒸熟取出，合成丸子，如梧子大。每服一丸，温开水送下。,用法
一切劳嗽（胸膈痞满，咳嗽不已）,用石钟乳、雄黄、佛耳草、款冬花，等分为末。每用一钱，细烧成烟，以筒吸烟入喉。一天两次。,用法
石脑油,金石部,属于
石脑油,石油,别名
石脑油,石漆,别名
石脑油,猛火油,别名
石脑油,雄黄油,别名
石脑油,硫磺油,别名
石脑油,辛、苦、有毒。,性状
石脑油,小儿惊热、疮癣虫癞等,主治
石炭,金石部,属于
石炭,煤炭,别名
石炭,石墨,别名
石炭,铁炭,别名
石炭,乌金石,别名
石炭,焦石,别名
石炭,甘、辛、温、有毒。,性状
石炭,刀伤,主治
石炭,误吞金银及钱在腹中不下,主治
石炭,月经不通,主治
石炭,产后儿枕剌,主治
产后儿枕剌,用石炭（火煅、酒淬，凡七次）、石膏（火煅），等分为末。每服一钱半，粥送下。如痛不止，可再服。,用法
月经不通,用石炭末一钱调汤，送下去油的巴豆三粒，有效。,用法
误吞金银及钱在腹中不下,用石炭（一块，杏核大）、硫磺（一块，皂角子大），共研细，酒送下。,用法
刀伤,用石炭捣成粉，敷伤口。疮口太深不能速合者，加滑石。,用法
石灰,金石部,属于
石灰,石垩,别名
石灰,垩灰,别名
石灰,希灰,别名
石灰,煅石,别名
石灰,白虎,别名
石灰,矿灰,别名
石灰,辛、温、有毒。,性状
石灰,中风口,主治
石灰,风牙肿痛,主治
石灰,虫牙,主治
石灰,干霍乱（按：症象是欲吐吐不出，欲不出，心腹胀痛，烦闷欲死）,主治
石灰,偏坠气痛,主治
石灰,白带白婬,主治
石灰,酒积下痢,主治
石灰,十年血痢,主治
石灰,虚冷脱肛,主治
石灰,产后产门不闭，或陰道脱出,主治
石灰,腹胁积块,主治
石灰,发落不止,主治
石灰,脸上黑痣,主治
石灰,疔疮恶肿,主治
石灰,痰核恶肿（状如瘰疬，红肿发热，有时恶寒）,主治
石灰,痄（按：即腮腺炎，一作痄腮）,主治
石灰,多年恶疮,主治
石灰,丹毒,主治
石灰,风疹,主治
石灰,痱子,主治
石灰,汤火灼伤,主治
石灰,打伤肿痛,主治
石灰,刀伤,主治
石灰,误吞金属物,主治
误吞金属物,用石灰加一小块硫磺（如皂角子大），共研细，酒送下。25、虫咬伤。用醋调石灰涂搽。,用法
刀伤,用石灰粉敷上，外用布裹，能止痛、止血，也好得快。如伤口很深，可稍加滑石粉。,用法
打伤肿痛,用新石灰粉加麻油调搽。,用法
汤火灼伤,陈石灰粉扑伤处，或加油调涂亦可。,用法
痱子,用石灰一两（煅过）、蛤粉二两、甘草一两，共研为末，作扑粉扑痱子上。,用法
风疹,用醋和石灰涂之。,用法
丹毒,用醋和石灰涂之。,用法
多年恶疮,用陈石灰，研细，加鸡蛋清调成泥，煅过，再研。以姜汁调敷。,用法
痄（按：即腮腺炎，一作痄腮）,用醋调石灰敷肿痛处。,用法
痰核恶肿（状如瘰疬，红肿发热，有时恶寒）,用石灰火煅为末，和白果肉同捣，贴患处；蜜调亦可。,用法
疔疮恶肿,用石灰、半夏，等分为末，敷患处。,用法
中风口,用新石灰，醋炒后，调如泥，涂口侧。口向左歪，涂右边；口向右歪，涂左边。很快奶可牵正。,用法
风牙肿痛,用放了两年的陈石灰、细辛，等分为末，擦牙。,用法
虫牙,用石灰和沙糖塞在牙中。,用法
干霍乱（按：症象是欲吐吐不出，欲不出，心腹胀痛，烦闷欲死）,用多年的陈石灰，以沙糖沙漠中淡醋汤调服二钱。此方名“落盏汤”。,用法
偏坠气痛,用陈石灰（炒过）、五陪子、山栀子，等分为末，加面粉和醋调敷患处。,用法
白带白婬,用风化石灰一两、白茯苓三两，共研细，加糊成丸，如梧子大。每服二、三十丸，空心服，米汤送下。,用法
酒积下痢,用石灰五两，和水成球，外包黄泥，在火里烧煅一天一夜。去泥，研细，加醋和面粉，做成丸子，如梧子大。每服三十丸，空心服，姜汤送下。,用法
十年血痢,用石灰三升，熬黄。溶在一斗水里。等澄清后，每次饮此水一升，一天饮三次。,用法
虚冷脱肛,用石灰烧热，裹在布里，让病人坐在上面，冷了便换，有效。,用法
产后产门不闭，或陰道脱出,用石灰一斗，熬黄，加水二斗，澄清后熏下部。,用法
腹胁积块,用石灰半斤，盛瓦罐里炒至极热，加大黄末一两，炒红取出，再加桂末半两，略烧，加入米醋和成膏子，摊在布上贴患处。内服消块药。,用法
发落不止,用石灰三升，水拌炒焦，泡在三升酒中，每服三合，常令酒气相接，则新发更生。,用法
脸上黑痣,用水调石灰一碗，把完好的糯米若干粒半插石灰中，半露石灰外。过一夜，米色变如玻璃。治疗时，先以针轻拔黑痣，点少许玻璃状米粉在痣上。半天后，痣内有汁水流出，须挑去米粉，痣处两天不沾水，即愈。,用法
阳起石,金石部,属于
阳起石,羊起名,别名
阳起石,白石,别名
阳起石,石生,别名
阳起石,咸、微温、无毒。,性状
阳起石,丹毒肿痒,主治
阳起石,滑精（元气虚寒，精滑不禁，手足常冷，大便溏泄）,主治
阳起石,陽萎陰汗,主治
陽萎陰汗,用陽起石煅后研细，每服二钱，盐酒送下。,用法
滑精（元气虚寒，精滑不禁，手足常冷，大便溏泄）,用陽起石煅后研细，加钟乳粉等分，再加酒煮过的附子末，调一点面粉把药合成丸子，如梧子大。每服五十丸，空心服，米汤送下。直至病愈为止。,用法
丹毒肿痒,用陽起石煅后研细，清水调搽。,用法
慈石,金石部,属于
慈石,玄石,别名
慈石,处石,别名
慈石,铁石,别名
慈石,吸针石,别名
慈石,辛、寒、无毒。,性状
慈石,耳聋,主治
慈石,老人虚损（风温，腰肢痹痛）,主治
慈石,陽萎,主治
慈石,两眼昏障（眼前现空花，视物成两体）,主治
慈石,子宫不收,主治
慈石,脱肛,主治
慈石,刀伤后出血不止,主治
慈石,各种肿毒,主治
各种肿毒,用兹石三钱、金银藤四两，铅丹八两、香油一斤，熬成药膏，摊厚纸上贴患处。,用法
刀伤后出血不止,用慈石粉敷上，能止痛止血。,用法
脱肛,用慈石（火煅、醋淬七次）半两，研细。每服一钱，空心服，米汤送下。,用法
子宫不收,用兹石经酒浸、火煅、研细后，加米糊做成丸子，如梧子大。每晚临睡前，服四十丸，滑石汤送下。次早，服兹石散二钱，米汤送下。慈石散配方是：慈石（酒浸过）半两，铁粉二钱半，当归五钱，共研为末即成。,用法
两眼昏障（眼前现空花，视物成两体）,用兹石（火煅、醋淬七次）二两、丹砂一两、生神曲三两，共研为末。另用神曲末一两煮成糊，加蜜做成丸子，如梧子大。每服二十丸，空心服，米汤送下。此方名“慈朱丸”。,用法
陽萎,用兹石五斤，研细，淡酒浸半月。每服三合，白天服三次，临睡前服一次。,用法
老人虚损（风温，腰肢痹痛）,用兹石三十两、白石英二十两，捶碎，浸入两斗水中，放在露地上。每天取此水煮粥吃。过一年，体质转强。,用法
耳聋,用慈石一小粒，放入病耳内。另耳不病，只放铁沙。病耳渐愈。又方：豆大慈石一粒，加少许穿山甲烧成的灰，用新丰包好塞耳内。口含生铁一小块，觉耳中有风雨声即不聋。,用法
代赭石,金石部,属于
代赭石,须丸,别名
代赭石,血师,别名
代赭石,土朱,别名
代赭石,铁朱,别名
代赭石,苦、寒、无毒。,性状
代赭石,哮喘，睡卧不得,主治
代赭石,伤寒无汗,主治
代赭石,急慢惊风（吊眼，撮口，抽筋）,主治
代赭石,小肠疝气,主治
代赭石,吐血、血、流鼻血,主治
代赭石,妇女血崩,主治
代赭石,眼睛红肿，不能开视,主治
代赭石,各种疮疖,主治
代赭石,百合病发（按：指伤寒病已愈而复发，是一种险症）,主治
百合病发（按：指伤寒病已愈而复发，是一种险症）,用百合七个（劈破），冷水浸一夜；另取代赭石一两、滑石三两、冷水二盅，合煎成一盅。把百合汁加入，再煎成一盅，温服。,用法
各种疮疖,用代赭石、铅丹、牛皮胶，等分为末，冲入一碗好酒，等澄清后，取酒服。沉渣敷患处，干了就换。,用法
眼睛红肿，不能开视,用代赭石二分、石膏一分，研细，清水调匀，敷两眼角和太陽穴。,用法
妇女血崩,用代赭石火煅醋淬七次，研细。每服二钱，开水送下。,用法
吐血、血、流鼻血,用代赭石一两，火煅、醋淬多次，研细。每服一钱，开水送下。,用法
小肠疝气,用代赭石（火煅、醋淬）研细。每服二钱，白开水送下。,用法
急慢惊风（吊眼，撮口，抽筋）,用代赭石（火煅、醋淬十次）研细，水飞后晒干。每服一钱或半钱，真金汤调下。连进三服，如脚胫上出现红斑，即是邪出病愈之证。如始终不现红斑，即无救。,用法
伤寒无汗,用代赭石、干姜，等分为末，热醋调匀搽在两手心上，然后紧握双拳夹在大腿间。盖被静卧，汗出病愈。,用法
哮喘，睡卧不得,用代赭石，研末，米醋调服。宜常服用。,用法
禹余粮,金石部,属于
禹余粮,白余粮,别名
禹余粮,甘、寒、无毒。,性状
禹余粮,大肠咳嗽（每咳便排出粪来）,主治
禹余粮,肠泄不止,主治
禹余粮,赤白带,主治
禹余粮,崩中漏下（月经过多，有各种颜色，小肚子痛，不能生育）,主治
禹余粮,大风疠疾（眉发脱落，遍身顽痹）,主治
大风疠疾（眉发脱落，遍身顽痹）,用禹余粮二斤、白矾一斤、青盐一斤，共研细，装在罐子里，封牢，周围用炭火煅烧自晨至晚约十二小时。特冷却后，研细，埋土中三天。同时，每一两加胡麻（经过九蒸九晒，炒熟）粉三两。每服二钱，荆芥茶送下。一天服两次。,用法
崩中漏下（月经过多，有各种颜色，小肚子痛，不能生育）,用禹余粮、赤石脂、牡蛎，分别煅过，共研细；加乌贼曲、伏龙肝（炒）、桂心，各药等分为末。每服一小茶匙，温酒送下。忌食葱蒜。,用法
赤白带,用禹余粮（火煅、醋淬），加干姜等分。如仅有赤带，则干姜减半。两药共研细。每服两茶匙，空心服。,用法
肠泄不止,用禹余粮四两（火煅、醋淬），加乌头一两，冷水浸一夜，去皮脐。两药共焙为末。稍滴醋加糊，做成丸子，如梧子大。饭前服五丸，温开水送下。,用法
大肠咳嗽（每咳便排出粪来）,用赤石脂、禹余粮各一斤，打碎，加水六升，煮成一升。去掉渣滓，分两次服。此方名“赤石脂禹余粮汤”。,用法
空青,金石部,属于
空青,杨梅青,别名
空青,甘、酸、寒、无毒。,性状
空青,眼睛昏花不明,主治
空青,翳障,主治
空青,各种目疾（雀目、赤目、青盲、内外障翳、风眼等）,主治
空青,中风口,主治
中风口,用豆大的空青一粒含口中，甚见效。,用法
各种目疾（雀目、赤目、青盲、内外障翳、风眼等）,用空青（洗净）、胡黄连（洗）各二钱半，先取槐芽（天未明时乘露采得）适量，装于青竹筒内，悬挂起来，等候干燥。干后研细，取一钱半，与空青、胡黄连共研为末，再加龙脑少许，收存备用。病人每于睡前漱口后，仰头让人吹此药入两鼻内，随即安睡。效果显著。,用法
翳障,用空青、矾石（烧过）各一两，贝子四枚，共研细，每日点眼。又方：空青二钱，蕤仁（去皮）一两，片脑三钱，共研细，每日点眼。,用法
眼睛昏花不明,用空青少许，露一夜，次日，点眼。,用法
曾青,金石部,属于
曾青,曾,别名
曾青,音层,别名
曾青,曾青,别名
曾青,即层青。就是成为层状的空青。说：“曾青治目，义同空青”。,用法
曾青,酸、小寒、无毒。,性状
曾青,风热目疾（眼红或烂，怕太陽光，眼屎多，常流泪，或痒或痛）,主治
曾青,耳内恶疮,主治
耳内恶疮,用曾青五钱、雄黄七钱半、黄芩二钱五分，共研为末，搽疮上。,用法
风热目疾（眼红或烂，怕太陽光，眼屎多，常流泪，或痒或痛）,用曾青四两，蔓荆子二两，炮姜、防风各一两，共研细，经常以少许吸入鼻中，有效。,用法
绿青,金石部,属于
绿青,石绿,别名
绿青,大绿,别名
绿青,生于铜矿中。,用法
绿青,小毒。,性状
绿青,急惊昏迷,主治
绿青,风痰迷闷,主治
绿青,小儿疳疮（肾疳，鼻疳，头疮，耳疮等）,主治
小儿疳疮（肾疳，鼻疳，头疮，耳疮等）,用绿青、白芷，等分为末。先以甘草水洗疮，再搽药。,用法
风痰迷闷,用绿青十两，乌头尖、附子尖、蝎尾各七十个，共研为末，加糊做成丸子，如芡子大。每服一丸，薄荷汁合酒送下。吐出痰涎便是见效。,用法
急惊昏迷,用绿青四两、轻粉一钱，共研细。以生簿荷汁合酒把药灌下。痰吐即愈。,用法
扁青,金石部,属于
扁青,石青,别名
扁青,大青,别名
扁青,即今矿物学上的石青。,用法
扁青,甘、平、无毒。,性状
扁青,顽痰不化等症，兼有明目、利痰、生精、平肝等功效,主治
石胆,金石部,属于
石胆,胆矾,别名
石胆,黑石,别名
石胆,君石,别名
石胆,毕石,别名
石胆,铜勒,别名
石胆,立制石,别名
石胆,酸、辛、寒、有毒。,性状
石胆,风痰,主治
石胆,喉痹喉风,主治
石胆,口舌生疮,主治
石胆,走马牙疳,主治
石胆,赤白癜风,主治
石胆,甲疽肿痛（按：甲疽是趾甲与肉间的肿痛，常溃烂流脓）,主治
石胆,痔疮热肿,主治
石胆,凤眼赤烂,主治
凤眼赤烂,用胆矾三钱，烧过，研细，泡热水中每天洗眼。,用法
痔疮热肿,用石胆煅后研细，蜜水调匀搽疮上。,用法
甲疽肿痛（按：甲疽是趾甲与肉间的肿痛，常溃烂流脓）,用石胆一两烧至烟尽，研末敷患处。几次即愈。,用法
赤白癜风,用石胆、牡蛎各半两，共研为末，调醋涂搽。,用法
走马牙疳,用红枣一个，去核，填入石胆，包在纸内，煅红。等全冷后，研细敷牙，使涎外出。,用法
口舌生疮,用石胆半两，放在锅内煅红，露一夜，研细。每次取少许搽疮上，吐出酸涎水。如此数次，病愈。,用法
喉痹喉风,用石胆二钱半、白僵蚕（炒过）五钱，共研为末。每次取少许吹喉，痰涎吐尽，风痹自愈。此方名“二圣散”。,用法
风痰,用石胆粉一钱，温醋汤调服。痰涎吐出即愈。小儿用量酌减。,用法
砒石,金石部,属于
砒石,信石,别名
砒石,人言,别名
砒石,生者名砒黄，炼者名砒霜。,用法
砒石,苦、酸、暖、有毒。认为：辛、酸、大热、有大毒。,性状
砒石,中风痰壅（四肢不收，昏愦若醉）,主治
砒石,休息下痢（病一、二年不愈，人衰瘦不堪）,主治
砒石,疟疾,主治
砒石,走马牙疳,主治
砒石,项上瘰疬,主治
项上瘰疬,用砒黄研细，加浓墨做成丸子，如梧子大，炒干，收存备用。用时，以针挑破瘰疬，将药半丸贴上。,用法
走马牙疳,用砒石、铜绿，等分为末，摊纸上贴患处。极有效。,用法
疟疾,用砒石一钱、绿豆粉一两，共研为末，加水调成丸子，如绿豆大。铅丹为衣，陰干。发病日，五更起来，以冷水送服五至七丸。又方：砒石（醋煮过）、硫磺、绿豆，等分为末，包成若干个小包，每包分量约一粒豆子大。每服一包，空心服，新汲水上。这是一个很有效的治疟方。,用法
休息下痢（病一、二年不愈，人衰瘦不堪）,用砒霜、铅丹各半两，共投入已熔化的黄蜡中，柳条搅拌，条焦则换，六、七条之后，取出做成丸子，如梧子大（小儿服者只作成黍米大）。冷水送下。,用法
中风痰壅（四肢不收，昏愦若醉）,用砒霜一粒如绿豆大，研细。先以清水送服少许，再饮热水，大吐即愈。如不吐，可再服。,用法
金星石,金石部,属于
金星石,金星石，石外有金色麸片,用法
金星石,银星石，石外有银色麸片。两者的药效，大体相似。,用法
金星石,甘、寒、无毒。,性状
金星石,吐血咳血,主治
吐血咳血,用金星石、银星石、玄精石、不灰木、陽起石、云母石各等分。取坩锅一个，铺冬月水牛粪一、二寸，铺约一层，铺灰二寸，又铺药一层，如此重复铺好，最后盖上灰，加盖封牢。在炭火中煅一天一夜，还要埋在土中一夜，然后去灰留药块，共研细，每药一两，加龙脑、麝香各半钱、阿胶二钱半，炒过。每服一钱，糯米汤送下。一天服三次。,用法
礞石,金石部,属于
礞石,礞石有青、白二种，以青者为好。打开须有白星点，无星点者不入药。,主治
礞石,甘、咸、平、无毒。,性状
礞石,湿热痰症,主治
礞石,一切虚冷久积（滑痢，腹有癖块，妇女月经过多而又持久）,主治
礞石,急慢惊风,主治
急慢惊风,风礞石一两、焰消一两，同煅过，研细。每服半钱至一钱。急惊风痰热者，用薄荷汁和生蜜调匀送下。慢惊风脾虚者，用木香汤和熟蜜调匀送下。此方名“夺名散”。凡痰壅咽喉，命在旦夕者，服此都有效。,用法
一切虚冷久积（滑痢，腹有癖块，妇女月经过多而又持久）,用礞石半斤，研细；硝石二两，也研细。共放坩锅内，盖严，炭火煅过，以尽灰二十斤左右为度。冷后取出，再加入赤石脂末二两，滴水为丸，如芡子大。等干后，又放坩锅内以小火煅过，待冷即收存备用。每服一丸至三丸。空心服，温水送下。泻痢日久者，可加至七丸。此方名“金宝神丹”。,用法
湿热痰症,用礞石、焰消各二两，煅过，研细，水飞，晒干。取一两，加酒蒸大黄八两、酒洗黄芩八两、沉得五钱，共研为末。水调成丸子，如梧子大。平常只服一、二十丸。如大便结，可增至一、二百丸，温开水送下。妊妇和患水泻者忌服。此方名“滚痰丸”。,用法
花乳石,金石部,属于
花乳石,花蕊石,别名
花乳石,酸涩、平、无毒。,性状
花乳石,五内崩损，大出血,主治
花乳石,多年目翳,主治
花乳石,脚缝出水,主治
脚缝出水,用好铅丹加花乳石粉涂敷脚缝。,用法
多年目翳,用花乳石（水飞，焙过）、防风、川芎、甘菊花、白附子、牛蒡子各两，灸甘草半两，共研为末，每服半钱，茶汤送下。,用法
五内崩损，大出血,用花乳石，煅过，研细。饭后，以童便一小杯煎温调服二钱，病重者可至五钱。血止后，宜服独参汤补身体。此方名“花乳石散”，见葛可久《十药神书》。又方：硫磺四两、花乳石一两，共打碎，晒干，装瓦罐中，以泥封口，再焙干，以炭火煅过，冷定后，取出研为细末，收存瓶中备用。此方也叫做“花蕊石散”，见“和剂局方”。治跌打损伤，下死胎，落胞衣，去恶血，都很见效。每服一钱，童便调服。,用法
金牙石,金石部,属于
金牙石,黄牙石,别名
金牙石,咸、平、无毒。,性状
金牙石,虚劳湿冷。缓弱，不能行走,主治
虚劳湿冷。缓弱，不能行走,用金牙石、细辛、莽草、防风、地肤子、地黄、附子、菌蓣、续断、蜀椒、蒴根各四两，独活一斤。共药十二味。金牙石捣碎后，单独装在一个小袋子中，其余十一味，切成薄片，合装入一大袋子里。两袋同浸酒内，密封四日。取酒温服，一天服两次。这种药酒叫做“小金牙酒”。,用法
石燕,金石部,属于
石燕,石燕状如蚬蛤，色如土，坚重如石。指出：石燕有二：一种是这里所录的石燕，乃是石类；另一种是乳铜中。,用法
石燕,甘、凉、无毒。,性状
石燕,伤寒尿涩，小竟胀满,主治
石燕,久年肠风（按：指常年泻血）,主治
石燕,多年赤白带下,主治
石燕,牢牙止痛,主治
牢牙止痛,用石燕六个，火煅醋淬七次，青盐、乳香各一两，细辛半两，共研细，擦牙。荆芥汤漱口。又方：依上方，但须去掉乳香、细辛，改用麝香。,用法
多年赤白带下,每日磨石燕取汁取。一枚石燕可用三天。也可以把石燕研末，水飞过，每天取半钱至一钱，米汤送服。,用法
久年肠风（按：指常年泻血）,用石燕磨水常服，不要间断，有效。,用法
伤寒尿涩，小竟胀满,用石燕研细，葱白汤调服半钱。以消胀为度。,用法
食盐,金石部,属于
食盐,鹾,别名
食盐,甘、咸、寒、无毒。,性状
食盐,下部蚀疮,主治
食盐,胸中痰饮，欲吐不出,主治
食盐,病后两胁胀痛,主治
食盐,下痢矩痛,主治
食盐,风热牙痛,主治
食盐,虫牙,主治
食盐,齿痛出血,主治
食盐,小舌下垂,主治
食盐,耳鸣,主治
食盐,眼常流泪,主治
食盐,翳子蔽眼,主治
食盐,身上如有虫行,主治
食盐,蜈蚣咬人，蜂虿叮螫,主治
食盐,溃痈作痒,主治
溃痈作痒,用盐抹患处周围，痒即止。,用法
蜈蚣咬人，蜂虿叮螫,嚼盐涂伤处或用热盐水浸伤处。,用法
身上如有虫行,用盐斗和水一石煎热洗澡，连洗三、四次，有效,用法
翳子蔽眼,用生盐研细，以少许点眼。小儿生翳，亦可用此法治疗。,用法
眼常流泪,用盐少许点眼中，冷水洗数次即愈。,用法
耳鸣,用盐五升，蒸热，装在袋中，以耳枕之。袋冷则换。,用法
小舌下垂,用筷子沾盐（或用煅过的盐）点在小舌上，几次即愈。,用法
齿痛出血,每夜用盐末厚封齿根肉上。等液汁流尽后才睡觉。流汁时，不断敲叩牙齿。如此十夜，齿痛止，血亦停。忌食劳腥。,用法
虫牙,用盐半两、皂荚两个，同烧红，研细。每夜临睡前，用来揩牙，一月后可治愈。,用法
风热牙痛,用槐枝煎成浓汤两碗，加盐一斤煮干，炒后研细。每天来擦牙，同时用水冲一点来洗眼。,用法
下痢矩痛,炒盐布包熨患处。,用法
病后两胁胀痛,炒盐熨之。,用法
胸中痰饮，欲吐不出,饮盐开水可促使吐出。,用法
下部蚀疮,将盐炒热，用布包好，令病人坐布袋上。,用法
盐,金石部,属于
盐,胡盐,别名
盐,羌盐,别名
盐,青盐,别名
盐,秃登盐,别名
盐,陰士盐（按：即现在所称的大青盐）,用法
盐,咸、寒、无毒。,性状
盐,小便不通,主治
盐,风眼烂脸,主治
盐,痔疮漏疮,主治
痔疮漏疮,用白矾四两、青盐四两，共研为末，装入猪尿脬中，陰干。每服五钱，空心服，温水送下。,用法
风眼烂脸,用戎盐化水点眼。,用法
小便不通,用戎盐一枚，如弹丸大，加茯苓半斤、白术二两，水煎服。,用法
卤碱,金石部,属于
卤碱,卤盐,别名
卤碱,寒石,别名
卤碱,石碱,别名
卤碱,从碱地掘取，用作硝皮。,用法
卤碱,苦、寒、无毒。【,性状
卤碱,风热赤眼，虚肿涩痛,主治
卤碱,牙齿腐烂,主治
牙齿腐烂,取上好碱土，热水淋之，去渣留汁，瓦罐熬干。刮下，加麝香少许，研细，搽患处。,用法
风热赤眼，虚肿涩痛,用卤碱一升、青梅二十七个、古钱二十一文，密封于新瓶中，开水煮一顿饭时间，取出静放三天。点眼，一天点三、五次。,用法
凝水石,金石部,属于
凝水石,卤盐,别名
凝水石,寒石,别名
凝水石,石碱,别名
凝水石,从碱地掘取，用作硝皮。,别名
凝水石,辛、寒、无毒。,性状
凝水石,男女转脬，小便困难,主治
凝水石,牙龈出血，有洞,主治
凝水石,汤火灼伤,主治
凝水石,小儿丹毒（皮肤热赤）,主治
汤火灼伤,用凝水石烧过，研细，敷伤处。,用法
小儿丹毒（皮肤热赤）,用凝水石半两、白土一分，共研为末，米醋调涂。,用法
牙龈出血，有洞,用凝水石粉三两、丹砂二钱，甘草、脑子各少许，共研为末，干敷。,用法
男女转脬，小便困难,用寒水石（按：此处指凝水石）二两、滑石一两、葵子一合，共研为末，加水一斗，煮成五升。每服一升。,用法
玄精石,金石部,属于
玄精石,太乙玄精石,别名
玄精石,陰精石,别名
玄精石,玄英石,别名
玄精石,咸、温、无毒。,性状
玄精石,伤寒，头痛壮热，四肢不利,主治
玄精石,肺热咳嗽,主治
玄精石,冷热霍乱,主治
玄精石,目赤涩痛,主治
玄精石,舌头呆重，流涎不止，不能饮食,主治
舌头呆重，流涎不止，不能饮食,用玄精石二两，牛黄、丹砂、龙脑各一分，共研为末。先用针销稍挑破舌头，放一点血，随即以盐水漱口，然后洒约粉在舌上，口水吞下。很有效。,用法
目赤涩痛,用玄精石半两、炎黄一两：共研细。点眼。,用法
冷热霍乱,用玄精石、半夏各一两，硫磺三钱，共研细，加面糊成丸，如梧子大。每服三十丸，米汤送下。,用法
肺热咳嗽,方见“不灰木”项下。,用法
伤寒，头痛壮热，四肢不利,用玄精石、硝石、硫磺、各一两，硇砂二两，共研细，装地瓷罐里，蜜封。周围用火烘半天，药色变青紫时即停火。冷后取药以冷水拌匀，放入原罐中陰干。埋在地下半月。最后取出再研细，加面糊成丸子，如鸡头大。病入先洗一个热水澡，然后研碎一丸，艾汤送下。蒙被而卧，汗出见效。此方名“正陽丹”。,用法
朴硝（硭硝、马牙硝）,金石部,属于
朴硝（硭硝、马牙硝）,硝石朴,别名
朴硝（硭硝、马牙硝）,盐硝,别名
朴硝（硭硝、马牙硝）,皮硝（“硝”原作为“消”）,别名
朴硝（硭硝、马牙硝）,苦、寒、无毒。,性状
朴硝（硭硝、马牙硝）,骨蒸热（按：即结核病）,主治
朴硝（硭硝、马牙硝）,腹中痞块,主治
朴硝（硭硝、马牙硝）,大小便闭，鼓胀欲死,主治
朴硝（硭硝、马牙硝）,小便不通,主治
朴硝（硭硝、马牙硝）,两眼红肿,主治
朴硝（硭硝、马牙硝）,眼睑红烂,主治
朴硝（硭硝、马牙硝）,退翳明目,主治
朴硝（硭硝、马牙硝）,牙痛,主治
朴硝（硭硝、马牙硝）,喉痹肿痛,主治
朴硝（硭硝、马牙硝）,口舌生疮,主治
朴硝（硭硝、马牙硝）,小儿鹅口疮,主治
朴硝（硭硝、马牙硝）,豌豆疮（已成红黑色，但尚未成脓）,主治
